     TSINCE (MIN)         LAT(DEG)        LON (DEG)          HT (KM)           X (KM)           Y (KM)           Z (KM)


 b'1 52191U 22033AL  22256.49821493 +.00010438  00000 0  45470-3 0 0999'
 b'2 52191  97.3911 336.4109 0011709  47.9955 312.2276 15.2232817402506'

 26554.49821493

 26554.49821493
    322907.5871675       15.8014190       75.8401563      479.5456983    -6357.5992062    -1772.4953475     1856.1764116
    322907.6038341       15.8649549       75.8271283      479.5536774    -6355.8926948    -1770.9615719     1863.4541351
    322907.6205008       15.9284900       75.8140948      479.5617047    -6354.1783157    -1769.4256044     1870.7295430
    322907.6371675       15.9920243       75.8010556      479.5697803    -6352.4560705    -1767.8874465     1878.0026285
    322907.6538341       16.0555577       75.7880109      479.5779040    -6350.7259613    -1766.3471000     1885.2733826
    322907.6705008       16.1190904       75.7749606      479.5860759    -6348.9879898    -1764.8045665     1892.5417986
    322907.6871675       16.1826223       75.7619047      479.5942959    -6347.2421592    -1763.2598487     1899.8078628
    322907.7038341       16.2461534       75.7488431      479.6025639    -6345.4884711    -1761.7129481     1907.0715686
    322907.7205008       16.3096836       75.7357758      479.6108799    -6343.7269278    -1760.1638667     1914.3329069
    322907.7371675       16.3732131       75.7227028      479.6192438    -6341.9575308    -1758.6126058     1921.5918711
    322907.7538341       16.4367417       75.7096241      479.6276556    -6340.1802835    -1757.0591683     1928.8484475
    322907.7705008       16.5002694       75.6965396      479.6361152    -6338.3951876    -1755.5035558     1936.1026294
    322907.7871675       16.5637964       75.6834493      479.6446226    -6336.6022447    -1753.9457696     1943.3544101
    322907.8038341       16.6273225       75.6703531      479.6531777    -6334.8014581    -1752.3858127     1950.6037761
    322907.8205008       16.6908478       75.6572512      479.6617804    -6332.9928297    -1750.8236864     1957.8507206
    322907.8371675       16.7543723       75.6441433      479.6704308    -6331.1763615    -1749.2593928     1965.0952346
    322907.8538341       16.8178959       75.6310295      479.6791288    -6329.3520554    -1747.6929334     1972.3373114
    322907.8705008       16.8814186       75.6179098      479.6878743    -6327.5199147    -1746.1243109     1979.5769376
    322907.8871675       16.9449405       75.6047842      479.6966672    -6325.6799412    -1744.5535269     1986.8141063
    322907.9038341       17.0084616       75.5916525      479.7055076    -6323.8321371    -1742.9805833     1994.0488086
    322907.9205008       17.0719818       75.5785148      479.7143953    -6321.9765042    -1741.4054816     2001.2810379
    322907.9371675       17.1355011       75.5653711      479.7233302    -6320.1130459    -1739.8282247     2008.5107805
    322907.9538341       17.1990196       75.5522213      479.7323125    -6318.2417641    -1738.2488141     2015.7380298
    322907.9705008       17.2625372       75.5390655      479.7413419    -6316.3626610    -1736.6672518     2022.9627769
    322907.9871675       17.3260539       75.5259034      479.7504185    -6314.4757383    -1735.0835392     2030.1850150
    322908.0038341       17.3895697       75.5127353      479.7595422    -6312.5809997    -1733.4976792     2037.4047306
    322908.0205008       17.4530847       75.4995609      479.7687128    -6310.6784469    -1731.9096734     2044.6219170
    322908.0371675       17.5165988       75.4863803      479.7779305    -6308.7680823    -1730.3195238     2051.8365654
    322908.0538341       17.5801120       75.4731935      479.7871951    -6306.8499076    -1728.7272317     2059.0486690
    322908.0705008       17.6436243       75.4600004      479.7965065    -6304.9239265    -1727.1328002     2066.2582142
    322908.0871675       17.7071357       75.4468011      479.8058648    -6302.9901408    -1725.5362307     2073.4651946
    322908.1038341       17.7706462       75.4335954      479.8152698    -6301.0485528    -1723.9375252     2080.6696011
    322908.1205008       17.8341558       75.4203833      479.8247215    -6299.0991644    -1722.3366853     2087.8714270
    322908.1371675       17.8976645       75.4071648      479.8342199    -6297.1419792    -1720.7337139     2095.0706589
    322908.1538341       17.9611723       75.3939400      479.8437648    -6295.1769991    -1719.1286125     2102.2672902
    322908.1705008       18.0246791       75.3807087      479.8533563    -6293.2042266    -1717.5213830     2109.4613118
    322908.1871675       18.0881851       75.3674709      479.8629943    -6291.2236634    -1715.9120270     2116.6527171
    322908.2038341       18.1516901       75.3542266      479.8726786    -6289.2353133    -1714.3005475     2123.8414928
    322908.2205008       18.2151942       75.3409758      479.8824094    -6287.2391781    -1712.6869460     2131.0276320
    322908.2371675       18.2786974       75.3277185      479.8921864    -6285.2352604    -1711.0712245     2138.2111260
    322908.2538341       18.3421997       75.3144545      479.9020097    -6283.2235620    -1709.4533844     2145.3919681
    322908.2705008       18.4057010       75.3011840      479.9118792    -6281.2040866    -1707.8334289     2152.5701448
    322908.2871675       18.4692014       75.2879068      479.9217948    -6279.1768363    -1706.2113593     2159.7456495
    322908.3038341       18.5327008       75.2746229      479.9317564    -6277.1418134    -1704.5871778     2166.9184733
    322908.3205008       18.5961993       75.2613323      479.9417641    -6275.0990199    -1702.9608858     2174.0886096
    322908.3371675       18.6596968       75.2480350      479.9518178    -6273.0484597    -1701.3324864     2181.2560449
    322908.3538341       18.7231934       75.2347309      479.9619173    -6270.9901346    -1699.7019810     2188.4207726
    322908.3705008       18.7866890       75.2214200      479.9720627    -6268.9240473    -1698.0693718     2195.5827839
    322908.3871675       18.8501837       75.2081023      479.9822539    -6266.8501995    -1696.4346601     2202.7420721
    322908.4038341       18.9136774       75.1947778      479.9924908    -6264.7685954    -1694.7978492     2209.8986238
    322908.4205008       18.9771701       75.1814463      480.0027734    -6262.6792367    -1693.1589404     2217.0524324
    322908.4371675       19.0406618       75.1681080      480.0131015    -6260.5821255    -1691.5179353     2224.2034913
    322908.4538341       19.1041526       75.1547627      480.0234753    -6258.4772656    -1689.8748370     2231.3517870
    322908.4705008       19.1676424       75.1414104      480.0338945    -6256.3646591    -1688.2296470     2238.4973131
    322908.4871675       19.2311312       75.1280512      480.0443591    -6254.2443086    -1686.5823674     2245.6400607
    322908.5038341       19.2946190       75.1146849      480.0548691    -6252.1162160    -1684.9329996     2252.7800230
    322908.5205008       19.3581058       75.1013115      480.0654244    -6249.9803854    -1683.2815468     2259.9171868
    322908.5371675       19.4215917       75.0879311      480.0760249    -6247.8368188    -1681.6280104     2267.0515455
    322908.5538341       19.4850765       75.0745435      480.0866707    -6245.6855188    -1679.9723926     2274.1830902
    322908.5705008       19.5485603       75.0611488      480.0973615    -6243.5264874    -1678.3146949     2281.3118143
    322908.5871675       19.6120431       75.0477468      480.1080975    -6241.3597287    -1676.6549204     2288.4377045
    322908.6038341       19.6755249       75.0343377      480.1188784    -6239.1852447    -1674.9930706     2295.5607543
    322908.6205008       19.7390057       75.0209213      480.1297043    -6237.0030382    -1673.3291475     2302.6809547
    322908.6371675       19.8024855       75.0074977      480.1405750    -6234.8131111    -1671.6631528     2309.7982992
    322908.6538341       19.8659643       74.9940667      480.1514906    -6232.6154677    -1669.9950895     2316.9127744
    322908.6705008       19.9294420       74.9806284      480.1624509    -6230.4101098    -1668.3249592     2324.0243739
    322908.6871675       19.9929187       74.9671827      480.1734559    -6228.1970404    -1666.6527639     2331.1330887
    322908.7038341       20.0563944       74.9537296      480.1845056    -6225.9762614    -1664.9785053     2338.2389124
    322908.7205008       20.1198690       74.9402691      480.1955998    -6223.7477771    -1663.3021864     2345.3418315
    322908.7371675       20.1833426       74.9268011      480.2067385    -6221.5115894    -1661.6238088     2352.4418396
    322908.7538341       20.2468151       74.9133256      480.2179217    -6219.2677013    -1659.9433746     2359.5389278
    322908.7705008       20.3102866       74.8998426      480.2291493    -6217.0161147    -1658.2608853     2366.6330897
    322908.7871675       20.3737571       74.8863520      480.2404211    -6214.7568340    -1656.5763441     2373.7243118
    322908.8038341       20.4372264       74.8728539      480.2517373    -6212.4898612    -1654.8897525     2380.8125877
    322908.8205008       20.5006948       74.8593481      480.2630976    -6210.2151992    -1653.2011127     2387.8979085
    322908.8371675       20.5641620       74.8458346      480.2745020    -6207.9328501    -1651.5104262     2394.9802677
    322908.8538341       20.6276282       74.8323135      480.2859506    -6205.6428182    -1649.8176961     2402.0596522
    322908.8705008       20.6910933       74.8187846      480.2974431    -6203.3451056    -1648.1229241     2409.1360552
    322908.8871675       20.7545574       74.8052480      480.3089795    -6201.0397151    -1646.4261122     2416.2094681
    322908.9038341       20.8180204       74.7917036      480.3205598    -6198.7266490    -1644.7272621     2423.2798843
    322908.9205008       20.8814823       74.7781514      480.3321840    -6196.4059116    -1643.0263768     2430.3472906
    322908.9371675       20.9449430       74.7645913      480.3438518    -6194.0775051    -1641.3234580     2437.4116805
    322908.9538341       21.0084028       74.7510234      480.3555634    -6191.7414323    -1639.6185078     2444.4730451
    322908.9705008       21.0718614       74.7374475      480.3673186    -6189.3976955    -1637.9115278     2451.5313780
    322908.9871675       21.1353189       74.7238637      480.3791173    -6187.0462990    -1636.2025211     2458.5866660
