     TSINCE (MIN)           X (KM)           Y (KM)           Z (KM)      XDOT (KM/S)       YDOT(KM/S)    ZDOT (KM/SEC)


 b'1 52191U 22033AL  22256.49821493 +.00010438  00000 0  45470-3 0 0999'
 b'2 52191  97.3911 336.4109 0011709  47.9955 312.2276 15.2232817402506'

 26554.49821493

 26554.49821493
    322882.0705008     -686.7557199    -1136.1077672    -6735.5745018       -7.2179473       -2.1465468        1.1062035
    322882.0871675     -693.9733400    -1138.2536449    -6734.4641426       -7.2171014       -2.1451533        1.1144796
    322882.1038341     -701.1901097    -1140.3981278    -6733.3455078       -7.2162466       -2.1437572        1.1227543
    322882.1205008     -708.4060224    -1142.5412139    -6732.2185985       -7.2153830       -2.1423585        1.1310278
    322882.1371675     -715.6210648    -1144.6828993    -6731.0834166       -7.2145105       -2.1409571        1.1392999
    322882.1538341     -722.8352303    -1146.8231819    -6729.9399632       -7.2136292       -2.1395531        1.1475707
    322882.1705008     -730.0485100    -1148.9620593    -6728.7882395       -7.2127390       -2.1381465        1.1558401
    322882.1871675     -737.2608974    -1151.0995293    -6727.6282467       -7.2118400       -2.1367372        1.1641081
    322882.2038341     -744.4723790    -1153.2355881    -6726.4599868       -7.2109322       -2.1353254        1.1723747
    322882.2205008     -751.6829484    -1155.3702336    -6725.2834609       -7.2100155       -2.1339109        1.1806400
    322882.2371675     -758.8925989    -1157.5034640    -6724.0986699       -7.2090899       -2.1324937        1.1889038
    322882.2538341     -766.1013172    -1159.6352752    -6722.9056160       -7.2081556       -2.1310740        1.1971662
    322882.2705008     -773.3090966    -1161.7656654    -6721.7043003       -7.2072124       -2.1296516        1.2054273
    322882.2871675     -780.5159283    -1163.8946318    -6720.4947242       -7.2062603       -2.1282266        1.2136868
    322882.3038341     -787.7218059    -1166.0221726    -6719.2768887       -7.2052994       -2.1267990        1.2219450
    322882.3205008     -794.9267159    -1168.1482838    -6718.0507961       -7.2043297       -2.1253688        1.2302016
    322882.3371675     -802.1306517    -1170.2729634    -6716.8164474       -7.2033511       -2.1239360        1.2384569
    322882.3538341     -809.3336045    -1172.3962089    -6715.5738441       -7.2023638       -2.1225005        1.2467106
    322882.3705008     -816.5355677    -1174.5180182    -6714.3229873       -7.2013675       -2.1210625        1.2549629
    322882.3871675     -823.7365281    -1176.6383875    -6713.0638793       -7.2003625       -2.1196218        1.2632136
    322882.4038341     -830.9364789    -1178.7573148    -6711.7965211       -7.1993486       -2.1181785        1.2714629
    322882.4205008     -838.1354114    -1180.8747976    -6710.5209144       -7.1983259       -2.1167327        1.2797107
    322882.4371675     -845.3333190    -1182.9908337    -6709.2370601       -7.1972943       -2.1152842        1.2879569
    322882.4538341     -852.5301884    -1185.1054194    -6707.9449606       -7.1962540       -2.1138331        1.2962016
    322882.4705008     -859.7260129    -1187.2185527    -6706.6446171       -7.1952048       -2.1123794        1.3044448
    322882.4871675     -866.9207838    -1189.3302310    -6705.3360310       -7.1941468       -2.1109232        1.3126864
    322882.5038341     -874.1144946    -1191.4404524    -6704.0192037       -7.1930799       -2.1094643        1.3209264
    322882.5205008     -881.3071318    -1193.5492129    -6702.6941374       -7.1920042       -2.1080028        1.3291649
    322882.5371675     -888.4986889    -1195.6565106    -6701.3608332       -7.1909198       -2.1065388        1.3374017
    322882.5538341     -895.6891571    -1197.7623430    -6700.0192929       -7.1898265       -2.1050721        1.3456370
    322882.5705008     -902.8785298    -1199.8667080    -6698.6695176       -7.1887243       -2.1036029        1.3538707
    322882.5871675     -910.0667937    -1201.9696018    -6697.3115097       -7.1876134       -2.1021311        1.3621028
    322882.6038341     -917.2539422    -1204.0710225    -6695.9452704       -7.1864936       -2.1006566        1.3703333
    322882.6205008     -924.4399666    -1206.1709675    -6694.5708014       -7.1853651       -2.0991797        1.3785621
    322882.6371675     -931.6248601    -1208.2694347    -6693.1881038       -7.1842277       -2.0977001        1.3867892
    322882.6538341     -938.8086096    -1210.3664205    -6691.7971802       -7.1830815       -2.0962179        1.3950148
    322882.6705008     -945.9912085    -1212.4619228    -6690.3980318       -7.1819265       -2.0947332        1.4032386
    322882.6871675     -953.1726480    -1214.5559390    -6688.9906603       -7.1807627       -2.0932459        1.4114608
    322882.7038341     -960.3529214    -1216.6484672    -6687.5750668       -7.1795900       -2.0917560        1.4196813
    322882.7205008     -967.5320156    -1218.7395036    -6686.1512541       -7.1784086       -2.0902635        1.4279001
    322882.7371675     -974.7099238    -1220.8290463    -6684.7192233       -7.1772184       -2.0887685        1.4361172
    322882.7538341     -981.8866375    -1222.9170925    -6683.2789761       -7.1760193       -2.0872709        1.4443326
    322882.7705008     -989.0621499    -1225.0036406    -6681.8305138       -7.1748115       -2.0857707        1.4525463
    322882.7871675     -996.2364477    -1227.0886865    -6680.3738390       -7.1735948       -2.0842680        1.4607582
    322882.8038341    -1003.4095245    -1229.1722283    -6678.9089531       -7.1723694       -2.0827627        1.4689684
    322882.8205008    -1010.5813714    -1231.2542636    -6677.4358578       -7.1711351       -2.0812549        1.4771768
    322882.8371675    -1017.7519819    -1233.3347903    -6675.9545543       -7.1698921       -2.0797444        1.4853835
    322882.8538341    -1024.9213427    -1235.4138047    -6674.4650454       -7.1686402       -2.0782315        1.4935884
    322882.8705008    -1032.0894472    -1237.4913047    -6672.9673323       -7.1673796       -2.0767159        1.5017915
    322882.8871675    -1039.2562890    -1239.5672886    -6671.4614165       -7.1661102       -2.0751978        1.5099929
    322882.9038341    -1046.4218545    -1241.6417524    -6669.9473006       -7.1648320       -2.0736772        1.5181924
    322882.9205008    -1053.5861375    -1243.7146943    -6668.4249860       -7.1635449       -2.0721540        1.5263901
    322882.9371675    -1060.7491290    -1245.7861117    -6666.8944744       -7.1622491       -2.0706282        1.5345860
    322882.9538341    -1067.9108226    -1247.8560027    -6665.3557673       -7.1609446       -2.0690999        1.5427800
    322882.9705008    -1075.0712049    -1249.9243634    -6663.8088675       -7.1596312       -2.0675691        1.5509722
    322882.9871675    -1082.2302694    -1251.9911920    -6662.2537762       -7.1583090       -2.0660357        1.5591626
    322883.0038341    -1089.3880073    -1254.0564859    -6660.6904954       -7.1569781       -2.0644998        1.5673511
    322883.0205008    -1096.5444121    -1256.1202433    -6659.1190265       -7.1556384       -2.0629613        1.5755377
    322883.0371675    -1103.6994705    -1258.1824602    -6657.5393722       -7.1542898       -2.0614203        1.5837224
    322883.0538341    -1110.8531760    -1260.2431348    -6655.9515341       -7.1529326       -2.0598768        1.5919053
    322883.0705008    -1118.0055198    -1262.3022646    -6654.3555139       -7.1515665       -2.0583307        1.6000862
    322883.0871675    -1125.1564953    -1264.3598477    -6652.7513132       -7.1501917       -2.0567821        1.6082652
    322883.1038341    -1132.3060894    -1266.4158801    -6651.1389348       -7.1488081       -2.0552309        1.6164423
    322883.1205008    -1139.4542954    -1268.4703602    -6649.5183801       -7.1474157       -2.0536773        1.6246175
    322883.1371675    -1146.6011047    -1270.5232853    -6647.8896511       -7.1460145       -2.0521211        1.6327907
    322883.1538341    -1153.7465106    -1272.5746536    -6646.2527493       -7.1446046       -2.0505623        1.6409620
    322883.1705008    -1160.8904999    -1274.6244611    -6644.6076776       -7.1431859       -2.0490011        1.6491313
    322883.1871675    -1168.0330661    -1276.6727062    -6642.9544374       -7.1417584       -2.0474373        1.6572987
    322883.2038341    -1175.1742005    -1278.7193862    -6641.2930308       -7.1403222       -2.0458710        1.6654640
    322883.2205008    -1182.3138964    -1280.7644992    -6639.6234591       -7.1388772       -2.0443022        1.6736274
    322883.2371675    -1189.4521408    -1282.8080415    -6637.9457256       -7.1374235       -2.0427309        1.6817888
    322883.2538341    -1196.5889269    -1284.8500112    -6636.2598315       -7.1359610       -2.0411570        1.6899481
    322883.2705008    -1203.7242462    -1286.8904058    -6634.5657791       -7.1344897       -2.0395807        1.6981054
    322883.2871675    -1210.8580921    -1288.9292233    -6632.8635696       -7.1330097       -2.0380018        1.7062607
    322883.3038341    -1217.9904512    -1290.9664601    -6631.1532063       -7.1315209       -2.0364204        1.7144140
    322883.3205008    -1225.1213172    -1293.0021142    -6629.4346907       -7.1300234       -2.0348365        1.7225652
    322883.3371675    -1232.2506812    -1295.0361831    -6627.7080248       -7.1285171       -2.0332502        1.7307143
    322883.3538341    -1239.3785369    -1297.0686650    -6625.9732102       -7.1270021       -2.0316613        1.7388614
    322883.3705008    -1246.5048708    -1299.0995561    -6624.2302500       -7.1254783       -2.0300699        1.7470063
    322883.3871675    -1253.6296765    -1301.1288545    -6622.4791457       -7.1239458       -2.0284760        1.7551492
    322883.4038341    -1260.7529453    -1303.1565578    -6620.7198995       -7.1224045       -2.0268796        1.7632900
    322883.4205008    -1267.8746708    -1305.1826640    -6618.9525128       -7.1208545       -2.0252807        1.7714287
    322883.4371675    -1274.9948395    -1307.2071694    -6617.1769891       -7.1192958       -2.0236793        1.7795653
    322883.4538341    -1282.1134451    -1309.2300722    -6615.3933297       -7.1177283       -2.0220754        1.7876997
    322883.4705008    -1289.2304788    -1311.2513698    -6613.6015368       -7.1161521       -2.0204691        1.7958320
    322883.4871675    -1296.3459341    -1313.2710604    -6611.8016121       -7.1145671       -2.0188602        1.8039621
    322883.5038341    -1303.4597978    -1315.2891402    -6609.9935588       -7.1129734       -2.0172489        1.8120901
    322883.5205008    -1310.5720635    -1317.3056075    -6608.1773785       -7.1113710       -2.0156351        1.8202158
    322883.5371675    -1317.6827245    -1319.3204602    -6606.3530728       -7.1097598       -2.0140187        1.8283395
    322883.5538341    -1324.7917677    -1321.3336948    -6604.5206451       -7.1081399       -2.0124000        1.8364609
    322883.5705008    -1331.8991867    -1323.3453093    -6602.6800969       -7.1065113       -2.0107787        1.8445801
    322883.5871675    -1339.0049726    -1325.3553013    -6600.8314305       -7.1048740       -2.0091549        1.8526971
    322883.6038341    -1346.1091191    -1327.3636689    -6598.9746476       -7.1032279       -2.0075287        1.8608119
    322883.6205008    -1353.2116129    -1329.3704084    -6597.1097514       -7.1015731       -2.0059000        1.8689245
